Model,Make,Year,URL,Description,Image,Starting_Price,Pct_domestic_content
Taurus X,Ford,2009,https://www.caranddriver.com/ford/taurus-x,"The nicely packaged Freestyle became the Taurus X for 2008 and received a bolder front-end sheetmetal, an available power liftgate, and one-touch folding second-row seats.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2008-ford-taurus-x-limited-photo-36520-s-986x603-1557787014.jpg,29095,0.0
G90,Genesis,2023,https://www.caranddriver.com/genesis/g90,"For 2023, Genesis is giving its flagship G90 sedan a big glow-up, complete with more modern styling and possibly an optional electric powertrain.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/genesis-ww-highlights-g90-gallery-desktop-1920x960-en-1639439129.jpg,80000,0.0
Electrified GV70,Genesis,2023,https://www.caranddriver.com/genesis/electrified-gv70,"Genesis's third EV will be the Electrified GV70 SUV, which swaps the regular GV70's gasoline engine for two electric motors good for 483 horsepower.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2622-genesispremiereselectrifiedgv70atautoguangzhou2021-1637359715.jpg,65000,0.025
G70,Genesis,2022,https://www.caranddriver.com/genesis/g70,"Serving as the entry point to the Genesis luxury brand, the 2022 G70 sedan has a big responsibility, one that it's more than capable of tackling.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-genesis-g70-3p3t-awd-125-1629990920.jpg,38570,0.05
G80,Genesis,2022,https://www.caranddriver.com/genesis/g80,"From its unique thin-strip headlights to its gigantic pentagonal grille to its slippery bodywork and sloping roofline, the 2022 Genesis G80 is a rolling beauty.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-genesis-g80-07-1638845450.jpg,49045,0.0
Electrified G80,Genesis,2022,https://www.caranddriver.com/genesis/electrified-g80,"The first EV from Genesis will be the 2022 Electrified G80 sedan, set to launch by the end of 2021 and boast a range of around 265 miles per charge.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/g80-ev-1-1618763824.jpg,60000,0.0
GV70,Genesis,2022,https://www.caranddriver.com/genesis/gv70,The GV70 is the first compact-luxury SUV to be offered by the Genesis luxury brand and it's an impressive first effort that's on track to disrupt the segment.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-genesis-gv70-106-1627999478.jpg,42045,0.025
GV80,Genesis,2021,https://www.caranddriver.com/genesis/gv80,"With a sumptuously appointed and whisper-quiet cabin, the 2021 GV80 is exactly the flagship SUV the Genesis brand needs to be taken seriously by Americans.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-genesis-gv80-2p5t-awd-prestige-310-1611618886.jpg,49945,0.05
Hummer EV,GMC,2022,https://www.caranddriver.com/gmc/hummer-ev,"The gas-guzzling Hummer brand of old is poised to make a comeback for 2022 as an all-electric sub-brand of GMC, starting with an EV pickup truck.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-gmc-hummer-ev-front-three-quarters-1603222943.jpg,79995,0.478
Hummer EV SUV,GMC,2024,https://www.caranddriver.com/gmc/hummer-ev-suv,"The all-electric GMC Hummer EV SUV will have a much smaller impact on carbon emissions than its infamous gas-powered predecessors, and a big impact on EVs.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/hummerevsuv-2-1617299077.jpg,79995,0.478
Sierra EV,GMC,2023,https://www.caranddriver.com/gmc/sierra-ev,"GMC will launch a Sierra EV pickup with electric power that's likely to be similar to the upcoming Silverado EV, much like the relationship between the gas-fueled trucks.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/gmc-sierra-supercruise-1627047427.jpg,55000,0.46
Acadia,GMC,2022,https://www.caranddriver.com/gmc/acadia,"On the surface, the 2022 GMC Acadia's handsome exterior design and spacious interior make it a good family SUV, but others in this price range offer more value.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-gmc-acadia-sle-front-three-quarters-1626101760.jpg,35995,0.49
Canyon,GMC,2022,https://www.caranddriver.com/gmc/canyon,"The GMC Canyon has limited driver assists and a lackluster interior, but it offers compelling powertrains and higher capabilities than some mid-size rivals.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-gmc-canyon-at4-4wd-short-bed-crew-cab-101-1619707975.jpg,27995,0.6
Sierra 1500,GMC,2022,https://www.caranddriver.com/gmc/sierra-1500,"The GMC Sierra 1500 is stuffed with dazzling tech features, offers a slew of desirable engines, and its cabin is now truly luxurious in the Denali Ultimate.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-gmc-sierra-denali-379-1634754685.jpg,30895,0.46
Terrain,GMC,2022,https://www.caranddriver.com/gmc/terrain,"The 2022 GMC Terrain's handsome styling and upscale price tag promise a lot, but it fails to medal in the compact-SUV Olympics.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-gmc-terrain-denali-007-1616531483.jpg,29095,0.38
Yukon,GMC,2022,https://www.caranddriver.com/gmc/yukon-yukon-xl,"When it comes to large, three-row family-and-cargo-hauling, toy-towing muscle, the 2022 GMC Yukon and Yukon XL SUVs are hard to beat.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-gmc-yukon-at4-mmp-1-1632772330.jpg,53745,0.46
Savana,GMC,2021,https://www.caranddriver.com/gmc/savana,"A large, traditional, rear-wheel-drive passenger or cargo van, the 2021 GMC Savana is a well-respected commercial vehicle, but one that's showing its age.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-gmc-savana-mmp-1-1605294601.jpg,34195,0.478
Sierra HD,GMC,2021,https://www.caranddriver.com/gmc/sierra-2500hd-3500hd,"The GMC Sierra HD has a refined diesel powertrain and impressive capabilities, but Ford and Ram alternatives offer more tech options and more luxurious models.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-gmc-sierra-hd-denali-119-1600970632.jpg,37895,0.46
Envoy,GMC,2009,https://www.caranddriver.com/gmc/envoy,No matter which flavor of GM's mid-size SUV you choose—GMC Envoy or Chevrolet TrailBlazer—the truck is basically the same.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/x09gm-en001-1557843579.jpg,31370,0.478
Civic,Honda,2022,https://www.caranddriver.com/honda/civic,"With a fresh look, a refined interior, and updated tech features, the all-new 2022 Honda Civic is poised to retain its position atop the compact car segment.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-honda-civic-sedan-110-1623810388.jpg,22915,0.457142857
Prologue,Honda,2024,https://www.caranddriver.com/honda/prologue,"As Honda begins its journey to an all-electric future, its partnership with General Motors will spawn the 2024 Prologue EV, which we expect will take the form of an SUV.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/screen-shot-2021-06-28-at-6-20-41-am-1624875679.png,45000,0.514516129
CR-V,Honda,2023,https://www.caranddriver.com/honda/cr-v,"The Honda CR-V has all the desirable qualities you could want in a compact SUV: fuel efficiency, interior versatility, and an abundance of modern technology.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/honda-cr-v-005-1629219977.jpg,27000,0.566666667
HR-V,Honda,2023,https://www.caranddriver.com/honda/hr-v,A full redesign for 2023 could put the Honda HR-V back in contention with the best small SUVs. Expect to see the new HR-V unveiled by the end of 2022.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/331856-honda-hr-v-e-hev-2021-1619100461.jpg,23000,0.2
Honda Accord,Honda,2022,https://www.caranddriver.com/honda/accord,"Among the family sedans still offered for sale today, the 2022 Accord stands above the rest for its impeccable driving dynamics, practical interior, and value.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-honda-accord-hybrid-mmp-1-1634840672.jpg,26485,0.56
Civic Si,Honda,2022,https://www.caranddriver.com/honda/civic-si,The Honda Civic Si returns with a brand-new vibe and the same fun-to-drive philosophy that makes it an awesome performance car for the masses.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-honda-civic-si-101-1634574888.jpg,28315,0.457142857
Civic Type R,Honda,2022,https://www.caranddriver.com/honda/civic-type-r,"The next-gen Honda Civic Type R will have a more mature appearance, and we expect the hot hatchback to be even more powerful and fun to lap at the racetrack.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-honda-civic-type-r-camo-front-1633345297.jpg,39000,0.457142857
Insight,Honda,2022,https://www.caranddriver.com/honda/insight,The Insight is an unassuming hybrid sedan that shares many of the best aspects of the Honda Civic while providing significantly higher fuel economy numbers.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-honda-insight-02-1634321384.jpg,26225,0.425
Odyssey,Honda,2022,https://www.caranddriver.com/honda/odyssey,"While the name suggests it will turn a road trip into a grand adventure, the Honda Odyssey is more likely to be appreciated for its day-to-day practicality.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-honda-odyssey-mmp-1-1610751865.jpg,33515,0.7
Passport,Honda,2022,https://www.caranddriver.com/honda/passport,"The Honda Passport is a two-row, mid-size SUV that is capable, spacious, and mostly well-equipped, but otherwise unremarkable.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-honda-passport-trailsport-mmp-1-1632410882.jpg,39095,0.7
Pilot,Honda,2022,https://www.caranddriver.com/honda/pilot,"The Honda Pilot puts an SUV body on a minivan platform, which affords plenty of practicality without the stereotypes that follow anything with sliding doors.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-honda-pilot-mmp-1-1629752069.jpg,38055,0.7
Clarity,Honda,2021,https://www.caranddriver.com/honda/clarity,"If you're looking for cutting-edge alternative-fuel technology, the Honda Clarity, which offers two very different powertrains, is a good place to start.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-honda-clarity-mmp-1-1595867121.jpg,34415,0.1
Ridgeline,Honda,2021,https://www.caranddriver.com/honda/ridgeline,"The Honda Ridgeline can't match the capabilities of its mid-size rivals, but it's a lot more refined on the road and its cabin is far more practical.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2021-honda-ridgeline-sport-113-1632494094.jpg,37715,0.514516129
Fit,Honda,2020,https://www.caranddriver.com/honda/fit,"What the Fit lacks in personality it multiplies twofold in practicality, with a magically spacious back seat and phenomenal fuel economy.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2020-honda-fit-mmp-1-1574789897.jpg,17185,0.514516129
CR-Z,Honda,2016,https://www.caranddriver.com/honda/cr-z,"The 2016 CR-Z is an ambitious attempt at making a sporty hybrid, but its performance doesn't match its adventurous styling.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2016-honda-cr-z-1521-1557845393.jpg,21170,0.514516129
Fit EV,Honda,2014,https://www.caranddriver.com/honda/fit-ev,"With the removal of its gas engine, the Fit EV loses everything we love about that car and replaces it with a higher price tag and 82-mile range.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2014-honda-fit-ev-photo-621383-s-986x603-1557845941.jpg,37445,0.514516129
FCX Clarity,Honda,2012,https://www.caranddriver.com/honda/fcx-clarity,The limited-edition FCX Clarity is an electric car that makes its own power using a hydrogen-fed fuel cell.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2009-honda-fcx-clarity-photo-207378-s-986x603-1557845663.jpg,600,0.1
Element,Honda,2011,https://www.caranddriver.com/honda/element,"For sale since 2003, the boxy Element continues to offer spacious accommodations and a lot of cargo space.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2011-element-ex-001-1557845562.jpg,21635,0.514516129
S2000,Honda,2009,https://www.caranddriver.com/honda/s2000,"Honda's two-seat, four-wheel sportbike offers rear-drive roadster fun in a spectacularly balanced chassis.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2001-honda-s2000-photo-255295-s-986x603-1557847034.jpg,35705,0.514516129
Ioniq 7,Hyundai,2024,https://www.caranddriver.com/hyundai/ioniq-7,"The Hyundai Ioniq Seven concept previews an all-electric SUV that's similar to the three-row Palisade, but with a lounge-like interior and other innovations.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/hyundai-ioniq-seven-concept-101-1637084791.jpg,50000,0.0
RM20 N,Hyundai,2023,https://www.caranddriver.com/hyundai/rm20-n,Hyundai looks to leap from hot hatches like the Veloster N to mid-engine sports cars like Porsche Cayman the with the upcoming RM20 N.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2023-hyundai-rm20-n-rendering-1587158929.jpg,40000,0.0825
Accent,Hyundai,2022,https://www.caranddriver.com/hyundai/accent,"With a starting price of around $17,000, the 2022 Hyundai Accent is one of the least expensive new cars, but that doesn't mean it's a penalty box.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-hyundai-accent-mmp-1-1634756931.jpg,17670,0.05
Elantra,Hyundai,2022,https://www.caranddriver.com/hyundai/elantra,"The 2022 Hyundai Elantra sports angular exterior details and an upscale cabin, both of which are intended to pull focus away from the segment's heavy hitters.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-hyundai-elantra-mmp-1-1634851642.jpg,20875,0.18333333300000001
Elantra N,Hyundai,2022,https://www.caranddriver.com/hyundai/elantra-n,A performance-oriented Hyundai Elantra N is on its way for the 2022 model year and it gets the Veloster N's fire-breathing turbo four-cylinder.,https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-hyundai-elantra-n-106-1626272555.jpg,32925,0.18333333300000001
Ioniq 5,Hyundai,2022,https://www.caranddriver.com/hyundai/ioniq-5,"The Ioniq 5 is an all-electric, compact crossover from Hyundai's new Ioniq subbrand, which promises to release two more models within the next four years.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-hyundai-ioniq-5-222-1621784023.jpg,40925,0.0
Kona,Hyundai,2022,https://www.caranddriver.com/hyundai/kona,"The 2022 Hyundai Kona is more than just a style item, as it offers crisp handling, a nicely-outfitted cabin, and a gutsy optional turbo four.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-hyundai-kona-n-line-awd-371-1635740332-mmp-1-1635778298.jpg,22375,0.0
Kona Electric,Hyundai,2022,https://www.caranddriver.com/hyundai/kona-electric,"To compete with the growing number of EVs hitting the market, Hyundai dropped a battery and an electric motor into the Kona to create the 2022 Kona Electric.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-hyundai-kona-115-1613496845.jpg,35225,0.0
Kona N,Hyundai,2022,https://www.caranddriver.com/hyundai/kona-n,"Hyundai's in-house performance group gives the Kona crossover more horsepower, an edgier look, a tauter suspension, and an N badge.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/2022-hyundai-kona-n-mmp-1-1619531839.jpg,35425,0.0
Nexo,Hyundai,2022,https://www.caranddriver.com/hyundai/nexo,"Not many people are shopping for a hydrogen-powered fuel-cell SUV, but if you are the sole option is the 2022 Hyundai Nexo. Lucky for you, it's pretty good.",https://hips.hearstapps.com/hmg-prod.s3.amazonaws.com/images/large-46979-2022nexo-1635872849.jpg,61000,0.0
