Model,Make,Year,URL,Description,Pct_domestic_content
Passat,Volkswagen,2022,https://www.caranddriver.com/volkswagen/passat,"Apart from its notable refinement and popular features, the Volkswagen Passat mostly fails to stand out compared with other family sedans.",0.39
Taos,Volkswagen,2022,https://www.caranddriver.com/volkswagen/taos,The 2022 Volkswagen Taos is the latest subcompact crossover to thrive off the public's insatiable appetite for SUVs of all shapes and sizes.,0.209130435
Tiguan,Volkswagen,2022,https://www.caranddriver.com/volkswagen/tiguan,"The 2022 VW Tiguan is the compact SUV with a distinctly European accent, spry handling, and an available third row, but don't expect GTI-level friskiness. ",0.07
Golf,Volkswagen,2021,https://www.caranddriver.com/volkswagen/golf,"With capacious cargo space and splendid driving manners, the Volkswagen Golf is a great compact hatchback, but it lives in the shadow of the hot GTI. ",0.085
ID.4,Volkswagen,2021,https://www.caranddriver.com/volkswagen/id4,"Volkswagen's first foray into all-electric motoring is the ID.4 compact SUV, which offers up to 250 miles of driving range and a minimalistic interior design.",0.01
Beetle,Volkswagen,2019,https://www.caranddriver.com/volkswagen/beetle,"Its shape is among the most distinctive on the road; happily, the Beetle, offered as a coupe or a convertible, is as fun to drive as it looks.",0.209130435
e-Golf,Volkswagen,2019,https://www.caranddriver.com/volkswagen/e-golf,"With all the sprightliness and most of the practicality of the regular Golf, the 2019 VW e-Golf is Volkswagen's electric car, and provides all-electric motoring in a handsome little package.",0.085
Golf Alltrack,Volkswagen,2019,https://www.caranddriver.com/volkswagen/golf-alltrack,"Just when you thought station wagons had all but disappeared, they have found a way to stay relevant: by mimicking crossovers.",0.085
Golf SportWagen,Volkswagen,2019,https://www.caranddriver.com/volkswagen/golf-sportwagen,We've been singing the praises of the Volkswagen Golf for a decade.,0
CC,Volkswagen,2017,https://www.caranddriver.com/volkswagen/cc,Volkswagen's top-of-the-line CC is an appealing—albeit aging—family sedan.,0.209130435
Touareg,Volkswagen,2017,https://www.caranddriver.com/volkswagen/touareg-2017,"The Touareg is attractive, comfortable, and has good road manners, but competitors offer more for less money.",0.209130435
Eos,Volkswagen,2016,https://www.caranddriver.com/volkswagen/eos,"The Eos is a clever little combo: Its folding hardtop makes it a closed coupe, an open-air convertible, and the roof has a sliding sunroof, too.",0.209130435
Routan,Volkswagen,2012,https://www.caranddriver.com/volkswagen/routan,The company that credits itself with inventing the minivan turns to Chrysler to stay in the game.,0.209130435
New Beetle,Volkswagen,2010,https://www.caranddriver.com/volkswagen/new-beetle,The Beetle's roly-poly retro shape is built upon the bones of the previous-generation Golf.,0.209130435
Rabbit,Volkswagen,2009,https://www.caranddriver.com/volkswagen/rabbit,The Rabbit replaced the aged Golf in 2007 and is basically a hatchback Jetta.,0.209130435
C40 Recharge,Volvo,2022,https://www.caranddriver.com/volvo/c40-recharge,"Volvo gets into the SUV-coupe segment with the C40 Recharge, which inherits its 402-hp all-electric powertrain and fashionable interior from the XC40 Recharge SUV. ",0.7
S60,Volvo,2022,https://www.caranddriver.com/volvo/s60,"The Volvo S60 sedan is highly sophisticated, with sharp styling, plenty of luxury, and lots of standard tech features, but other rivals are sportier to drive. ",0.01
S90,Volvo,2022,https://www.caranddriver.com/volvo/s90,"The Volvo S90 offers multiple hybrid powertrains including a plug-in version with all-electric driving range, a plush interior, and distinctive exterior styling.",0.02
V60 / V60 Cross Country,Volvo,2022,https://www.caranddriver.com/volvo/v60,"Practicality and luxury go hand-in-hand on the 2022 Volvo V60 Cross Country and V60 Recharge T8 Polestar, both of which are based on the automaker's S60 sedan. ",0
XC40,Volvo,2022,https://www.caranddriver.com/volvo/xc40,Volvo's fun and funky 2022 XC40 blends everything we love about the brand's large SUVs with a more youthful appearance and a charming driving demeanor. ,0.01
XC40 Recharge,Volvo,2022,https://www.caranddriver.com/volvo/xc40-recharge,"As fashionable as it is practical, the 2022 Volvo XC40 Recharge is another desirable all-electric SUV in a growing market segment. ",0.7
XC60,Volvo,2022,https://www.caranddriver.com/volvo/xc60,"Handsomely styled and thoughtfully designed, the 2022 Volvo XC60 is a Scandinavian take on the compact luxury SUV. ",0.018
XC90,Volvo,2022,https://www.caranddriver.com/volvo/xc90,The Volvo XC90 raises its stock among mid-size SUVs with stunning styling inside and out as well as impressive features and a surprisingly quick plug-in hybrid.,0.016666667
V90 Cross Country,Volvo,2022,https://www.caranddriver.com/volvo/v90-cross-country,"Volvo is well known for its wagons, and the Swedish firm's latest long-roof model—the 2022 V90 Cross Country—is moving this body style upmarket. ",0
V90,Volvo,2021,https://www.caranddriver.com/volvo/v90,The beautifully designed and undeniably Scandinavian 2021 Volvo V90 is the vehicle of choice for upscale but quirky families looking to avoid SUV monotony.,0.01
V90 / V90 Cross Country,Volvo,2018,https://www.caranddriver.com/volvo/v90-v90-cross-country-2018,"The V90 and V90 Cross Country station wagons are beautifully designed and luxurious while being nearly as practical as an SUV, but with far more curb appeal.",0
S80,Volvo,2016,https://www.caranddriver.com/volvo/s80,"Hardly thrilling to behold, the S80 is a stoic Swedish sedan that assures you with a safe and comforting presence.",0.01
XC70,Volvo,2016,https://www.caranddriver.com/volvo/xc70,"The XC70 blurs the line between utility and luxury, with a dash of all-weather confidence and an outdoorsy image.",0.040967742
C30,Volvo,2013,https://www.caranddriver.com/volvo/c30,"The C30 might be the best-looking vehicle to emerge from Gothenburg since, well, ever.",0.040967742
C70,Volvo,2013,https://www.caranddriver.com/volvo/c70,The C70 is a stylish four-place convertible with a folding metal roof that enables it to be year-round transportation in harsher climates.,0.040967742
S40,Volvo,2011,https://www.caranddriver.com/volvo/s40,The S40 is one of those cars that might not get an enthusiast's pulse racing but is well worth considering.,0.01
V50,Volvo,2011,https://www.caranddriver.com/volvo/v50,"Based on the S40 sedan, the V50 looks great, drives nicely, has standard safety features such as stability control, and has a roomy cargo area.",0.040967742
V70,Volvo,2010,https://www.caranddriver.com/volvo/v70,Volvo's big and stylish V70 wagon rides upon the same architecture as the S80 sedan.,0.040967742
